,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
93678,93678,Argentina,"This smells mulchy at first, then more like tomato and earthy leather. The palate is big and blocky, with herbal, mildly stewed flavors of tomato, berry and spiced plum. It's earthy on the finish, with a clove accent.",,84,12.0,Mendoza Province,Luján de Cuyo,,Michael Schachner,@wineschach,Kaiken 2010 Cabernet Sauvignon (Luján de Cuyo),Cabernet Sauvignon,Kaiken
36195,36195,US,"Even at this price, this Cab is hard to like. It's soft and somewhat vegetal, with bizarre sweet oak and cherry jam flavors.",,80,10.0,California,California,California Other,,,Coyote Creek 2012 Cabernet Sauvignon (California),Cabernet Sauvignon,Coyote Creek
45478,45478,US,"This dry, layered and rich-textured wine smells like fresh-cut canteloupe, tastes like peach and melon, and has a generous, mouthfilling feel.",Passion Blend,88,24.0,California,California,California Other,Jim Gordon,@gordone_cellars,Passaggio 2014 Passion Blend White (California),White Blend,Passaggio
54885,54885,US,"A blend of Cinsault, Counoise and Grenache, this very pretty salmon-colored wine offers aromas of strawberry, melon, soda water and spice. It drinks dry but the fruit flavors are sweet, with tart acids finishing it off.",Pink Pape Blackrock Vineyard,90,18.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Tranche 2014 Pink Pape Blackrock Vineyard Rosé (Yakima Valley),Rosé,Tranche
99608,99608,US,"From winemaker Michael Zinke, this is yet another stylish Rhône-style blend. Aromas of boysenberry, plum, tar, black peppercorn and lavender delicately lay across the nose. The palate presents very judiciously and evenly, with dried purple flowers, black tea, slight teriyaki and just a touch of plum.",Gypsy Thompson Vineyard,92,38.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Zinke 2012 Gypsy Thompson Vineyard Red (Santa Barbara County),Rhône-style Red Blend,Zinke
79220,79220,Portugal,"Produced from vines grown in a boulder and fossil strewn vineyard, this is a rich smoky wine. It has a deep color from the Alicante Bouschet in the blend, with firm tannins and dark juicy plum skin flavors. It's going to be a ripe rich wine as it develops. Drink from 2017.",Stones & Bones,90,13.0,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2013 Stones & Bones Red (Lisboa),Portuguese Red,Casa Santos Lima
77026,77026,Chile,"This mature PN from a hot vintage isn't showing much life. Earthy, raisiny aromas aren't fresh, while wood tannin and acid are keeping it afloat. Flavors of brown sugar and decayed berry fruits finish stale. This is on its very last legs.",20 Barrels Limited Edition,80,32.0,Casablanca Valley,,,Michael Schachner,@wineschach,Cono Sur 2009 20 Barrels Limited Edition Pinot Noir (Casablanca Valley),Pinot Noir,Cono Sur
123794,123794,US,"On the palate, this wine is rich and complex, with flavors of dried cherry, cola, licorice, red currant and sandalwood that finish bone dry. It has lots of acidity and some sandpaper-like tannins. This should begin to develop bottle-age notes after 2016.",Garey Ranch Vineyard,92,48.0,California,Santa Maria Valley,Central Coast,,,Nagy 2010 Garey Ranch Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Nagy
74536,74536,US,"This is soft, forward and fruity, with a somewhat flat mouthfeel. Soft, buttery oak rounds out into a smooth, silky finsh. Very seductive and caramel flavored, long, satiny finish. A drink-now bottle, not for aging.",Nuthouse,89,28.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Argyle 1999 Nuthouse Chardonnay (Willamette Valley),Chardonnay,Argyle
53239,53239,France,"Based in the southern Champagne Aube region, this producer offers a reserve cuvée that is ripe and full of fruit, with tangy acidity and a crisp texture. It offers good balance between lime and apple fruits and a richer character that makes it a great apéritif style. This bottling is ready to drink.",Grand Réserve Brut,90,39.0,Champagne,Champagne,,Roger Voss,@vossroger,Devaux NV Grand Réserve Brut  (Champagne),Champagne Blend,Devaux
40865,40865,US,Aromas of red apple and spice lead to rounded fruit flavors that provide easy-drinking appeal. It's a well-priced spot-on example of the variety.,,87,12.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Lone Birch 2015 Chardonnay (Yakima Valley),Chardonnay,Lone Birch
14128,14128,US,"This easy-to-drink appellation blend, which is 88% from John Sebastiano Vineyard and 12% from La Encantada, shows lively raspberry and pomegranate on the nose along with hibiscus flowers, rose petal, sweet sage and light pine forest aromas. It's lightweight on the palate, yet there is viscosity to the sip, where pomegranate-cranberry flavors meet with dried bergamot and Earl Grey tea. Simultaneously juicy and tart.",,92,40.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Weatherborne 2015 Pinot Noir (Sta. Rita Hills),Pinot Noir,Weatherborne
8038,8038,Spain,"Scratchy, moderately woody aromas of berry fruits are lightly herbal yet direct. This is chunky and wide in feel. Flavors of dark fruits blend with green-herb and rosemary notes, while the finish tastes foresty and lightly herbal. The “five” in the name applies to months in oak.",Give Me Five By Javier Rodriguez,86,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Rodriguez Sanzo 2013 Give Me Five By Javier Rodriguez  (Rioja),Tempranillo,Rodriguez Sanzo
125594,125594,France,This wine comes from vines south of the Mont Sainte-Victoire and close to the edge of the Aix-en-Provence region. The cool vineyard site helps the wine keep extreme freshness. Plenty of wild strawberry flavors are lifted by acidity and a refreshing citrus edge.,Rose Infinie,90,16.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Provence Wine Maker 2015 Rose Infinie Rosé (Côtes de Provence),Rosé,Provence Wine Maker
4984,4984,Italy,"This is a very attractive wine with bursting cherry notes and vibrant layers of sweet spice and clove. You'll also get root beer, chopped herbs, tobacco and leather: the wine is thick and firm with oak-driven flavors.",Donna Chiara Campi Taurasini,88,30.0,Southern Italy,Irpinia,,,,Colli di Lapio 2005 Donna Chiara Campi Taurasini Aglianico (Irpinia),Aglianico,Colli di Lapio
77573,77573,US,"Plenty of Zinny character in this lusty, spicy young wine. It shows how well Zin ripens in a good Napa vineyard. With firm, supporting tannins, it's bone dry and rich in wild berry, pepper, bacon and cinnamon spice flavors, with just a hint of raisining in the finish.",Morisoli Vineyard,91,37.0,California,Napa Valley,Napa,,,Elyse 2008 Morisoli Vineyard Zinfandel (Napa Valley),Zinfandel,Elyse
55676,55676,France,"This lightly structured wine is all fruit. Its red berry flavors are already well integrated with the smoky tannins that form its core. It will, however, age quickly. Drink from 2019.",,88,45.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Côte Montpezat 2014  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Côte Montpezat
17906,17906,US,"This doesn't show any Rutherford character; in fact, it could come from just about anywhere. But it's a proper Cabernet, dry and full-bodied, with simple black-currant and oak flavors, and the price is right.",,85,14.0,California,Rutherford,Napa,,,Kirkland Signature 2011 Meritage (Rutherford),Meritage,Kirkland Signature
34799,34799,US,"Fruity, simple and lusty, this is made for barbecue. High alcohol gives sweet heat to the jammy cherry and currant flavors. It really wants to accompany charred meats slathered in sweet sauces.",Buck Hill,85,24.0,California,Sonoma County,Sonoma,,,Amelle 2008 Buck Hill Zinfandel (Sonoma County),Zinfandel,Amelle
91758,91758,US,"The aromas are wound up at present, with notes of generous barrel spices, dried herb, dark fruit and pencil lead. The dark-cherry flavors are smooth and supple, backed by fine-grained tannins.",The Bully,91,50.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Gorman 2014 The Bully Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Gorman
99600,99600,Austria,"There is nothing obvious about this wine: everything is subtle and elegant. The nose holds back and the taut palate only unfurls slowly to show a floral, fruity wine that reminds one of crimson peony petals as much as of dark, juicy cherries. Yet there is nothing facile about this. It is the silky-smooth texture, however, that delivers the killer blow. A most sensuous, intriguing wine of great elegance. Little wonder: its name means silk and velvet",Samt & Seide,92,29.0,Carnuntum,,,Anne Krebiehl MW,@AnneInVino,Muhr-Van der Niepoort 2013 Samt & Seide Blaufränkisch (Carnuntum),Blaufränkisch,Muhr-Van der Niepoort
36102,36102,US,"Nicely dry and silky in texture, with a good balance of cherry, cola, anise, tobacco and pepper flavors gently touched with oak. Made in an approachable style for early drinking.",Casa Torres Vineyard,87,40.0,California,Santa Maria Valley,Central Coast,,,Hug 2006 Casa Torres Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Hug
103932,103932,Chile,"Concentrated aromas of licorice, mocha and generic black fruits are low on elegance. This is grabby and strong, with herbal plum and cassis flavors that finish chunkily and deep, with good texture. Expect a saucy, herbal aftertaste.",Single Vineyard,86,19.0,Colchagua Valley,,,Michael Schachner,@wineschach,Chilcas 2013 Single Vineyard Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Chilcas
114253,114253,France,"Situated on the east coast of Corsica, this vineyard is 50 hectares. The wine is ripe, full in the mouth and refreshingly fruity. There is a touch of spice as well as great waves of fresh acidity.",,88,20.0,France Other,Corse,,Roger Voss,@vossroger,Domaine Alzitana 2015 Rosé (Corse),Rosé,Domaine Alzitana
14232,14232,France,"This has a firmly tannic structure and juicy fruit, suggesting its aging potential. It is rich and ripe, with black cherry and plum flavors that create a generous finish.",Domaine de la Source,88,15.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Vignerons de Bel Air 2011 Domaine de la Source  (Chiroubles),Gamay,Vignerons de Bel Air
6534,6534,US,"This blend of 75% Pinot Grigio and 15% Vermentino is a light, simple quaff with some snap to it and not much on the finish.",Hybrid,83,8.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Peltier 2011 Hybrid Pinot Grigio (Lodi),Pinot Grigio,Peltier
67326,67326,US,"Here's a textbook California Chardonnay made in a ripe, oaky style that pleases for its richness. The pineapple pie flavors have a toasted meringue edge, and the finish is dry and spicy.",,87,28.0,California,Napa Valley,Napa,,,Cosentino 2006 Chardonnay (Napa Valley),Chardonnay,Cosentino
93510,93510,US,"A fine Zin from some of Sonoma's best vineyards. Briary and rustic, it brims with dry, savory flavors of wild berries, cherries and spices, with a rich finish that goes on for a good 30 seconds.",,88,14.0,California,Sonoma County,Sonoma,,,Kenwood 2005 Zinfandel (Sonoma County),Zinfandel,Kenwood
89516,89516,US,"Pretty expensive for a varietal yet to prove itself in California. ItÕs got pretty enough fruit and an elaborate overlay of oak, but no particular depth or complexity. In fact, itÕs simple and flat.",,84,34.0,California,Napa Valley,Napa,,,M. Cosentino 1999 Cabernet Franc (Napa Valley),Cabernet Franc,M. Cosentino
78931,78931,US,"From R.H. Phillips, itÕs a shade oakier and more refined than their regular bottling. The peach flavors are more concentrated, and sappier, but it comes at the cost of crispness. The wine sags in the mouth, like a Dali melted watch. But it tastes good.",Toasted head,85,14.0,California,Dunnigan Hills,Central Valley,,,R.H. Phillips 2000 Toasted head Chardonnay (Dunnigan Hills),Chardonnay,R.H. Phillips
111868,111868,Italy,"This is a simple and cheerful Nero d'Avola that would pair well with white meats such as roast chicken or pork. Aromas here include blueberry, forest berry and there's a touch of bitter almond on the close.",Regaleali,86,12.0,Sicily & Sardinia,Sicilia,,,,Tasca d'Almerita 2008 Regaleali Nero d'Avola (Sicilia),Nero d'Avola,Tasca d'Almerita
34989,34989,US,"From a vineyard planted above the town of Sonoma and named for its address, this small-production wine offers blueberry pie, chocolate and smoky oak aromas. Big and burly on the palate with sizable tannins, it integrates black cherry and burnt orange into the mix, finishing balanced and elegant.",1861 Vineyard,92,90.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Blue Farm 2014 1861 Vineyard Pinot Noir (Sonoma Valley),Pinot Noir,Blue Farm
92650,92650,US,"Bright lemon cream flavors follow buttery aromas in this bold, expressive wine. It's showy yet maintains good acidity, its fresh apple notes balancing the butter, vanilla and cream sweetness.",,88,14.0,California,California,California Other,Jim Gordon,@gordone_cellars,Josh Cellars 2015 Chardonnay (California),Chardonnay,Josh Cellars
11533,11533,Austria,"Full in the mouth, this blend of Chardonnay and Pinot Gris has a rich, spicy feel anchored in ripe fruit. Made at the Benedictine Göttweig monastery by the team from Weingut Stadt Krems, it is a fruity apéritif style with attractive ripe fruit weight.",Brut,86,,Kremstal,,,Roger Voss,@vossroger,Stift Göttweig 2007 Brut White (Kremstal),White Blend,Stift Göttweig
50279,50279,US,"The extreme youth of this stylishly packaged wine is on full display, with exuberant notes of crushed cranberry, raspberry, Earl Grey tea and rosewater on the nose. Lively acidity on the sip carries flavors of dried red fruit and touches of leather and tobacco. It's almost soda pop-like, and would go great with a slight chill on a warm day near the water.",,91,32.0,California,San Luis Obispo,Central Coast,Matt Kettmann,@mattkettmann,Last Summer 2015 Grenache (San Luis Obispo),Grenache,Last Summer
6013,6013,Portugal,"This Port was bottled unfiltered which means there are the right conditions for it to age. It is rich and dense with jammy black fruits and ripe tannins. Dried black plums and dates are backed up by a dry core and by fine acidity. Drink this rich wine now, but it will be much better from 2019.",Late Bottled Vintage,90,30.0,Port,,,Roger Voss,@vossroger,Sandeman 2013 Late Bottled Vintage  (Port),Port,Sandeman
